date,product_id,supplier_id,warehouse_id,region,demand,inventory_level,units_sold,units_ordered,lead_time_actual,defect_rate,shipping_cost,stockout,category,unit_cost,lead_time_days,reorder_point,safety_stock,reliability_score,revenue,stockout_cost,holding_cost,day_of_week,month,quarter,year,is_weekend,late_delivery
2023-01-12,P013,S07,WH5,East,132,0,0,92,2,0.0334,6.49,1,Automotive,236.05,6,144,28,0.81,0.0,46737.9,0.0,3,1,1,2023,0,0
2023-01-13,P013,S07,WH5,South,164,0,0,244,22,0.0055,49.07,1,Automotive,236.05,6,144,28,0.81,0.0,58068.3,0.0,4,1,1,2023,0,1
2023-01-14,P013,S07,WH5,West,203,171,171,246,7,0.0588,21.98,1,Automotive,236.05,6,144,28,0.81,40364.55,11330.400000000001,8.07291,5,1,1,2023,1,1
2023-01-15,P013,S07,WH5,South,177,0,0,16,12,0.0318,88.39,1,Automotive,236.05,6,144,28,0.81,0.0,62671.274999999994,0.0,6,1,1,2023,1,1
2023-01-16,P013,S07,WH5,East,170,0,0,29,31,0.0609,9.42,1,Automotive,236.05,6,144,28,0.81,0.0,60192.75,0.0,0,1,1,2023,0,1
2023-01-17,P013,S07,WH5,South,166,0,0,215,32,0.0457,18.64,1,Automotive,236.05,6,144,28,0.81,0.0,58776.450000000004,0.0,1,1,1,2023,0,1
2023-01-18,P013,S07,WH5,East,208,0,0,167,19,0.018,10.34,1,Automotive,236.05,6,144,28,0.81,0.0,73647.6,0.0,2,1,1,2023,0,1
2023-01-19,P013,S07,WH5,West,169,0,0,272,29,0.0223,93.06,1,Automotive,236.05,6,144,28,0.81,0.0,59838.675,0.0,3,1,1,2023,0,1
2023-01-20,P013,S07,WH5,North,152,129,129,127,19,0.0713,56.55,1,Automotive,236.05,6,144,28,0.81,30450.45,8143.725,6.09009,4,1,1,2023,0,1
2023-01-21,P013,S07,WH5,West,169,0,0,72,16,0.0799,38.59,1,Automotive,236.05,6,144,28,0.81,0.0,59838.675,0.0,5,1,1,2023,1,1
2023-01-22,P013,S07,WH5,South,178,0,0,223,24,0.1268,33.44,1,Automotive,236.05,6,144,28,0.81,0.0,63025.350000000006,0.0,6,1,1,2023,1,1
2023-01-23,P013,S07,WH5,North,163,0,0,296,24,0.0892,6.14,1,Automotive,236.05,6,144,28,0.81,0.0,57714.225000000006,0.0,0,1,1,2023,0,1
2023-01-24,P013,S07,WH5,East,123,0,0,51,23,0.2832,135.14,1,Automotive,236.05,6,144,28,0.81,0.0,43551.225000000006,0.0,1,1,1,2023,0,1
2023-01-25,P013,S07,WH5,West,169,0,0,44,14,0.1608,118.84,1,Automotive,236.05,6,144,28,0.81,0.0,59838.675,0.0,2,1,1,2023,0,1
2023-01-26,P013,S07,WH5,Central,192,135,135,266,22,0.0751,149.99,1,Automotive,236.05,6,144,28,0.81,31866.75,20182.275,6.37335,3,1,1,2023,0,1
2023-01-27,P013,S07,WH5,North,164,0,0,88,22,0.0046,122.0,1,Automotive,236.05,6,144,28,0.81,0.0,58068.3,0.0,4,1,1,2023,0,1
2023-01-28,P013,S07,WH5,East,165,0,0,265,17,0.0684,28.5,1,Automotive,236.05,6,144,28,0.81,0.0,58422.375,0.0,5,1,1,2023,1,1
2023-01-29,P013,S07,WH5,South,198,0,0,91,28,0.0561,18.66,1,Automotive,236.05,6,144,28,0.81,0.0,70106.85,0.0,6,1,1,2023,1,1
2023-01-30,P013,S07,WH5,South,196,0,0,161,17,0.0039,35.62,1,Automotive,236.05,6,144,28,0.81,0.0,69398.70000000001,0.0,0,1,1,2023,0,1
2023-01-31,P013,S07,WH5,East,170,0,0,60,1,0.0269,103.25,1,Automotive,236.05,6,144,28,0.81,0.0,60192.75,0.0,1,1,1,2023,0,0
2023-02-01,P013,S07,WH5,North,167,75,75,233,14,0.0581,124.67,1,Automotive,236.05,6,144,28,0.81,17703.75,32574.9,3.54075,2,2,1,2023,0,1
2023-02-02,P013,S07,WH5,East,142,0,0,227,27,0.024,110.3,1,Automotive,236.05,6,144,28,0.81,0.0,50278.649999999994,0.0,3,2,1,2023,0,1
2023-02-03,P013,S07,WH5,West,184,0,0,129,9,0.066,85.52,1,Automotive,236.05,6,144,28,0.81,0.0,65149.8,0.0,4,2,1,2023,0,1
2023-02-04,P013,S07,WH5,South,171,0,0,283,1,0.1476,122.14,1,Automotive,236.05,6,144,28,0.81,0.0,60546.825000000004,0.0,5,2,1,2023,1,0
2023-02-05,P013,S07,WH5,East,223,0,0,174,8,0.0117,91.83,1,Automotive,236.05,6,144,28,0.81,0.0,78958.725,0.0,6,2,1,2023,1,1
2023-02-06,P013,S07,WH5,East,195,160,160,230,12,0.0361,110.65,1,Automotive,236.05,6,144,28,0.81,37768.0,12392.625,7.5536,0,2,1,2023,0,1
2023-02-07,P013,S07,WH5,East,208,0,0,130,32,0.1653,46.63,1,Automotive,236.05,6,144,28,0.81,0.0,73647.6,0.0,1,2,1,2023,0,1
2023-02-08,P013,S07,WH5,South,158,0,0,34,17,0.0854,122.89,1,Automotive,236.05,6,144,28,0.81,0.0,55943.850000000006,0.0,2,2,1,2023,0,1
2023-02-09,P013,S07,WH5,West,190,0,0,102,4,0.0131,95.57,1,Automotive,236.05,6,144,28,0.81,0.0,67274.25,0.0,3,2,1,2023,0,0
2023-02-10,P013,S07,WH5,North,182,0,0,52,20,0.0059,66.41,1,Automotive,236.05,6,144,28,0.81,0.0,64441.649999999994,0.0,4,2,1,2023,0,1
2023-02-11,P013,S07,WH5,East,169,0,0,280,27,0.0133,113.0,1,Automotive,236.05,6,144,28,0.81,0.0,59838.675,0.0,5,2,1,2023,1,1
2023-02-12,P013,S07,WH5,South,172,81,81,125,21,0.0151,120.39,1,Automotive,236.05,6,144,28,0.81,19120.05,32220.824999999997,3.82401,6,2,1,2023,1,1
2023-02-13,P013,S07,WH5,Central,134,0,0,209,20,0.0371,112.51,1,Automotive,236.05,6,144,28,0.81,0.0,47446.05,0.0,0,2,1,2023,0,1
2023-02-14,P013,S07,WH5,North,211,0,0,75,22,0.049,43.35,1,Automotive,236.05,6,144,28,0.81,0.0,74709.82500000001,0.0,1,2,1,2023,0,1
2023-02-15,P013,S07,WH5,East,142,0,0,222,23,0.0034,135.13,1,Automotive,236.05,6,144,28,0.81,0.0,50278.649999999994,0.0,2,2,1,2023,0,1
2023-02-16,P013,S07,WH5,East,185,0,0,185,6,0.0169,112.53,1,Automotive,236.05,6,144,28,0.81,0.0,65503.875,0.0,3,2,1,2023,0,0
2023-02-17,P013,S07,WH5,North,198,211,198,82,13,0.0016,59.57,0,Automotive,236.05,6,144,28,0.81,46737.9,0.0,9.961310000000001,4,2,1,2023,0,1
2023-02-18,P013,S07,WH5,North,213,0,0,48,13,0.0802,128.1,1,Automotive,236.05,6,144,28,0.81,0.0,75417.975,0.0,5,2,1,2023,1,1
2023-02-19,P013,S07,WH5,South,223,0,0,125,23,0.0162,42.22,1,Automotive,236.05,6,144,28,0.81,0.0,78958.725,0.0,6,2,1,2023,1,1
2023-02-20,P013,S07,WH5,East,199,0,0,115,20,0.0377,85.15,1,Automotive,236.05,6,144,28,0.81,0.0,70460.925,0.0,0,2,1,2023,0,1
2023-02-21,P013,S07,WH5,Central,192,0,0,87,34,0.0166,32.75,1,Automotive,236.05,6,144,28,0.81,0.0,67982.40000000001,0.0,1,2,1,2023,0,1
2023-02-22,P013,S07,WH5,West,222,162,162,1,18,0.0212,8.19,1,Automotive,236.05,6,144,28,0.81,38240.1,21244.5,7.64802,2,2,1,2023,0,1
2023-02-23,P013,S07,WH5,Central,175,0,0,241,25,0.0127,114.53,1,Automotive,236.05,6,144,28,0.81,0.0,61963.125,0.0,3,2,1,2023,0,1
2023-02-24,P013,S07,WH5,North,170,0,0,154,25,0.0242,93.08,1,Automotive,236.05,6,144,28,0.81,0.0,60192.75,0.0,4,2,1,2023,0,1
2023-02-25,P013,S07,WH5,South,186,0,0,211,29,0.0607,7.37,1,Automotive,236.05,6,144,28,0.81,0.0,65857.95000000001,0.0,5,2,1,2023,1,1
2023-02-26,P013,S07,WH5,West,166,0,0,218,15,0.0222,66.31,1,Automotive,236.05,6,144,28,0.81,0.0,58776.450000000004,0.0,6,2,1,2023,1,1
2023-02-27,P013,S07,WH5,East,167,0,0,232,7,0.0019,13.03,1,Automotive,236.05,6,144,28,0.81,0.0,59130.524999999994,0.0,0,2,1,2023,0,1
2023-02-28,P013,S07,WH5,West,196,102,102,287,14,0.01,105.83,1,Automotive,236.05,6,144,28,0.81,24077.100000000002,33283.05,4.8154200000000005,1,2,1,2023,0,1
2023-03-01,P013,S07,WH5,Central,184,0,0,66,14,0.0189,140.79,1,Automotive,236.05,6,144,28,0.81,0.0,65149.8,0.0,2,3,1,2023,0,1
2023-03-02,P013,S07,WH5,East,172,0,0,251,26,0.0315,105.36,1,Automotive,236.05,6,144,28,0.81,0.0,60900.899999999994,0.0,3,3,1,2023,0,1
2023-03-03,P013,S07,WH5,East,188,0,0,228,25,0.0627,44.39,1,Automotive,236.05,6,144,28,0.81,0.0,66566.1,0.0,4,3,1,2023,0,1
2023-03-04,P013,S07,WH5,North,196,0,0,94,23,0.0436,121.24,1,Automotive,236.05,6,144,28,0.81,0.0,69398.70000000001,0.0,5,3,1,2023,1,1
2023-03-05,P013,S07,WH5,Central,174,188,174,264,16,0.0077,13.91,0,Automotive,236.05,6,144,28,0.81,41072.700000000004,0.0,8.875480000000001,6,3,1,2023,1,1
2023-03-06,P013,S07,WH5,Central,200,0,0,97,28,0.0405,72.24,1,Automotive,236.05,6,144,28,0.81,0.0,70815.0,0.0,0,3,1,2023,0,1
2023-03-07,P013,S07,WH5,East,184,0,0,32,32,0.0622,8.74,1,Automotive,236.05,6,144,28,0.81,0.0,65149.8,0.0,1,3,1,2023,0,1
2023-03-08,P013,S07,WH5,South,205,0,0,29,24,0.0147,133.48,1,Automotive,236.05,6,144,28,0.81,0.0,72585.375,0.0,2,3,1,2023,0,1
2023-03-09,P013,S07,WH5,Central,193,0,0,57,25,0.0456,67.35,1,Automotive,236.05,6,144,28,0.81,0.0,68336.475,0.0,3,3,1,2023,0,1
2023-03-10,P013,S07,WH5,West,142,0,0,53,12,0.0474,51.56,1,Automotive,236.05,6,144,28,0.81,0.0,50278.649999999994,0.0,4,3,1,2023,0,1
2023-03-11,P013,S07,WH5,Central,202,62,62,3,29,0.0582,51.2,1,Automotive,236.05,6,144,28,0.81,14635.1,49570.5,2.92702,5,3,1,2023,1,1
2023-03-12,P013,S07,WH5,East,203,0,0,42,29,0.0007,83.87,1,Automotive,236.05,6,144,28,0.81,0.0,71877.225,0.0,6,3,1,2023,1,1
2023-03-13,P013,S07,WH5,South,160,0,0,104,12,0.1831,16.13,1,Automotive,236.05,6,144,28,0.81,0.0,56652.0,0.0,0,3,1,2023,0,1
2023-03-14,P013,S07,WH5,East,178,0,0,95,33,0.0223,96.14,1,Automotive,236.05,6,144,28,0.81,0.0,63025.350000000006,0.0,1,3,1,2023,0,1
2023-03-15,P013,S07,WH5,North,177,0,0,266,6,0.0934,33.3,1,Automotive,236.05,6,144,28,0.81,0.0,62671.274999999994,0.0,2,3,1,2023,0,0
2023-03-16,P013,S07,WH5,East,172,172,172,126,19,0.0389,129.54,0,Automotive,236.05,6,144,28,0.81,40600.6,0.0,8.12012,3,3,1,2023,0,1
2023-03-17,P013,S07,WH5,West,155,17,17,63,12,0.0822,31.35,1,Automotive,236.05,6,144,28,0.81,4012.8500000000004,48862.350000000006,0.8025700000000001,4,3,1,2023,0,1
2023-03-18,P013,S07,WH5,North,206,0,0,233,27,0.045,88.13,1,Automotive,236.05,6,144,28,0.81,0.0,72939.45000000001,0.0,5,3,1,2023,1,1
2023-03-19,P013,S07,WH5,South,201,0,0,80,8,0.0051,134.15,1,Automotive,236.05,6,144,28,0.81,0.0,71169.07500000001,0.0,6,3,1,2023,1,1
2023-03-20,P013,S07,WH5,South,210,0,0,2,4,0.0565,121.47,1,Automotive,236.05,6,144,28,0.81,0.0,74355.75,0.0,0,3,1,2023,0,0
2023-03-21,P013,S07,WH5,East,185,215,185,272,18,0.0617,144.7,0,Automotive,236.05,6,144,28,0.81,43669.25,0.0,10.15015,1,3,1,2023,0,1
2023-03-22,P013,S07,WH5,Central,217,0,0,99,27,0.0552,110.16,1,Automotive,236.05,6,144,28,0.81,0.0,76834.27500000001,0.0,2,3,1,2023,0,1
2023-03-23,P013,S07,WH5,North,153,0,0,214,12,0.143,81.88,1,Automotive,236.05,6,144,28,0.81,0.0,54173.475000000006,0.0,3,3,1,2023,0,1
2023-03-24,P013,S07,WH5,West,199,0,0,278,1,0.0137,30.31,1,Automotive,236.05,6,144,28,0.81,0.0,70460.925,0.0,4,3,1,2023,0,0
2023-03-25,P013,S07,WH5,East,213,0,0,188,30,0.0064,14.58,1,Automotive,236.05,6,144,28,0.81,0.0,75417.975,0.0,5,3,1,2023,1,1
2023-03-26,P013,S07,WH5,North,167,0,0,281,23,0.0423,69.47,1,Automotive,236.05,6,144,28,0.81,0.0,59130.524999999994,0.0,6,3,1,2023,1,1
2023-03-27,P013,S07,WH5,East,179,87,87,192,3,0.0112,9.6,1,Automotive,236.05,6,144,28,0.81,20536.350000000002,32574.9,4.107270000000001,0,3,1,2023,0,0
2023-03-28,P013,S07,WH5,West,157,0,0,4,30,0.1488,123.8,1,Automotive,236.05,6,144,28,0.81,0.0,55589.774999999994,0.0,1,3,1,2023,0,1
2023-03-29,P013,S07,WH5,Central,208,0,0,119,8,0.0272,64.52,1,Automotive,236.05,6,144,28,0.81,0.0,73647.6,0.0,2,3,1,2023,0,1
2023-03-30,P013,S07,WH5,South,168,0,0,38,19,0.0036,144.08,1,Automotive,236.05,6,144,28,0.81,0.0,59484.600000000006,0.0,3,3,1,2023,0,1
2023-03-31,P013,S07,WH5,West,190,0,0,216,25,0.0499,133.08,1,Automotive,236.05,6,144,28,0.81,0.0,67274.25,0.0,4,3,1,2023,0,1
2023-04-01,P013,S07,WH5,Central,179,185,179,9,5,0.0889,15.11,0,Automotive,236.05,6,144,28,0.81,42252.950000000004,0.0,8.73385,5,4,2,2023,1,0
2023-04-02,P013,S07,WH5,Central,167,18,18,124,11,0.0743,118.66,1,Automotive,236.05,6,144,28,0.81,4248.900000000001,52757.175,0.8497800000000002,6,4,2,2023,1,1
2023-04-03,P013,S07,WH5,Central,182,0,0,52,34,0.0311,106.32,1,Automotive,236.05,6,144,28,0.81,0.0,64441.649999999994,0.0,0,4,2,2023,0,1
2023-04-04,P013,S07,WH5,Central,197,0,0,87,13,0.0215,11.56,1,Automotive,236.05,6,144,28,0.81,0.0,69752.77500000001,0.0,1,4,2,2023,0,1
2023-04-05,P013,S07,WH5,North,192,0,0,284,26,0.0083,37.74,1,Automotive,236.05,6,144,28,0.81,0.0,67982.40000000001,0.0,2,4,2,2023,0,1
2023-04-06,P013,S07,WH5,East,158,0,0,218,21,0.0248,82.36,1,Automotive,236.05,6,144,28,0.81,0.0,55943.850000000006,0.0,3,4,2,2023,0,1
2023-04-07,P013,S07,WH5,South,199,90,90,248,19,0.0428,117.01,1,Automotive,236.05,6,144,28,0.81,21244.5,38594.175,4.2489,4,4,2,2023,0,1
2023-04-08,P013,S07,WH5,East,198,0,0,269,5,0.0414,71.14,1,Automotive,236.05,6,144,28,0.81,0.0,70106.85,0.0,5,4,2,2023,1,0
2023-04-09,P013,S07,WH5,West,215,0,0,200,8,0.0297,22.52,1,Automotive,236.05,6,144,28,0.81,0.0,76126.125,0.0,6,4,2,2023,1,1
2023-04-10,P013,S07,WH5,South,163,0,0,73,12,0.1216,107.41,1,Automotive,236.05,6,144,28,0.81,0.0,57714.225000000006,0.0,0,4,2,2023,0,1
2023-04-11,P013,S07,WH5,East,215,0,0,103,28,0.0428,15.82,1,Automotive,236.05,6,144,28,0.81,0.0,76126.125,0.0,1,4,2,2023,0,1
2023-04-12,P013,S07,WH5,East,170,129,129,88,34,0.0214,87.14,1,Automotive,236.05,6,144,28,0.81,30450.45,14517.075,6.09009,2,4,2,2023,0,1
2023-04-13,P013,S07,WH5,East,155,0,0,293,8,0.0062,135.14,1,Automotive,236.05,6,144,28,0.81,0.0,54881.625,0.0,3,4,2,2023,0,1
2023-04-14,P013,S07,WH5,South,204,0,0,85,17,0.0445,129.63,1,Automotive,236.05,6,144,28,0.81,0.0,72231.3,0.0,4,4,2,2023,0,1
2023-04-15,P013,S07,WH5,North,204,0,0,46,26,0.0009,76.9,1,Automotive,236.05,6,144,28,0.81,0.0,72231.3,0.0,5,4,2,2023,1,1
2023-04-16,P013,S07,WH5,Central,210,0,0,86,20,0.0033,145.29,1,Automotive,236.05,6,144,28,0.81,0.0,74355.75,0.0,6,4,2,2023,1,1
2023-04-17,P013,S07,WH5,North,170,186,170,64,23,0.1475,146.2,0,Automotive,236.05,6,144,28,0.81,40128.5,0.0,8.781060000000002,0,4,2,2023,0,1
2023-04-18,P013,S07,WH5,Central,170,16,16,213,20,0.0026,97.16,1,Automotive,236.05,6,144,28,0.81,3776.8,54527.55,0.75536,1,4,2,2023,0,1
2023-04-19,P013,S07,WH5,Central,176,0,0,146,17,0.1289,128.61,1,Automotive,236.05,6,144,28,0.81,0.0,62317.200000000004,0.0,2,4,2,2023,0,1
2023-04-20,P013,S07,WH5,East,186,0,0,298,26,0.0614,106.76,1,Automotive,236.05,6,144,28,0.81,0.0,65857.95000000001,0.0,3,4,2,2023,0,1
2023-04-21,P013,S07,WH5,South,209,0,0,100,5,0.042,40.37,1,Automotive,236.05,6,144,28,0.81,0.0,74001.675,0.0,4,4,2,2023,0,0
2023-04-22,P013,S07,WH5,East,164,0,0,111,15,0.032,145.45,1,Automotive,236.05,6,144,28,0.81,0.0,58068.3,0.0,5,4,2,2023,1,1
2023-04-23,P013,S07,WH5,North,198,83,83,292,21,0.0126,119.49,1,Automotive,236.05,6,144,28,0.81,19592.15,40718.625,3.9184300000000003,6,4,2,2023,1,1
2023-04-24,P013,S07,WH5,West,195,0,0,187,11,0.0149,52.99,1,Automotive,236.05,6,144,28,0.81,0.0,69044.625,0.0,0,4,2,2023,0,1
2023-04-25,P013,S07,WH5,West,178,0,0,117,14,0.1121,105.36,1,Automotive,236.05,6,144,28,0.81,0.0,63025.350000000006,0.0,1,4,2,2023,0,1
2023-04-26,P013,S07,WH5,West,207,0,0,81,31,0.1091,58.3,1,Automotive,236.05,6,144,28,0.81,0.0,73293.52500000001,0.0,2,4,2,2023,0,1
2023-04-27,P013,S07,WH5,South,217,0,0,15,22,0.008,54.39,1,Automotive,236.05,6,144,28,0.81,0.0,76834.27500000001,0.0,3,4,2,2023,0,1
2023-04-28,P013,S07,WH5,South,215,71,71,283,2,0.0758,56.71,1,Automotive,236.05,6,144,28,0.81,16759.55,50986.8,3.35191,4,4,2,2023,0,0
2023-04-29,P013,S07,WH5,North,184,0,0,225,1,0.0105,33.17,1,Automotive,236.05,6,144,28,0.81,0.0,65149.8,0.0,5,4,2,2023,1,0
2023-04-30,P013,S07,WH5,South,200,0,0,296,1,0.0197,90.32,1,Automotive,236.05,6,144,28,0.81,0.0,70815.0,0.0,6,4,2,2023,1,0
2023-05-01,P013,S07,WH5,West,181,0,0,282,26,0.0097,10.2,1,Automotive,236.05,6,144,28,0.81,0.0,64087.575000000004,0.0,0,5,2,2023,0,1
2023-05-02,P013,S07,WH5,South,180,0,0,241,22,0.0004,57.97,1,Automotive,236.05,6,144,28,0.81,0.0,63733.5,0.0,1,5,2,2023,0,1
2023-05-03,P013,S07,WH5,South,182,144,144,223,14,0.0906,108.07,1,Automotive,236.05,6,144,28,0.81,33991.200000000004,13454.849999999999,6.798240000000002,2,5,2,2023,0,1
2023-05-04,P013,S07,WH5,Central,162,0,0,230,10,0.0032,69.02,1,Automotive,236.05,6,144,28,0.81,0.0,57360.149999999994,0.0,3,5,2,2023,0,1
2023-05-05,P013,S07,WH5,South,159,0,0,98,29,0.0071,68.55,1,Automotive,236.05,6,144,28,0.81,0.0,56297.925,0.0,4,5,2,2023,0,1
2023-05-06,P013,S07,WH5,East,164,0,0,97,15,0.0184,26.88,1,Automotive,236.05,6,144,28,0.81,0.0,58068.3,0.0,5,5,2,2023,1,1
2023-05-07,P013,S07,WH5,East,197,0,0,103,18,0.0329,116.12,1,Automotive,236.05,6,144,28,0.81,0.0,69752.77500000001,0.0,6,5,2,2023,1,1
2023-05-08,P013,S07,WH5,West,207,0,0,81,16,0.0661,37.15,1,Automotive,236.05,6,144,28,0.81,0.0,73293.52500000001,0.0,0,5,2,2023,0,1
2023-05-09,P013,S07,WH5,Central,148,107,107,37,10,0.0232,27.2,1,Automotive,236.05,6,144,28,0.81,25257.350000000002,14517.075,5.051470000000001,1,5,2,2023,0,1
2023-05-10,P013,S07,WH5,Central,168,0,0,245,18,0.1278,48.72,1,Automotive,236.05,6,144,28,0.81,0.0,59484.600000000006,0.0,2,5,2,2023,0,1
2023-05-11,P013,S07,WH5,Central,149,0,0,187,3,0.1515,37.98,1,Automotive,236.05,6,144,28,0.81,0.0,52757.175,0.0,3,5,2,2023,0,0
2023-05-12,P013,S07,WH5,Central,182,0,0,105,4,0.099,65.66,1,Automotive,236.05,6,144,28,0.81,0.0,64441.649999999994,0.0,4,5,2,2023,0,0
2023-05-13,P013,S07,WH5,North,188,0,0,54,17,0.0513,62.14,1,Automotive,236.05,6,144,28,0.81,0.0,66566.1,0.0,5,5,2,2023,1,1
2023-05-14,P013,S07,WH5,East,184,0,0,101,2,0.0266,111.39,1,Automotive,236.05,6,144,28,0.81,0.0,65149.8,0.0,6,5,2,2023,1,0
2023-05-15,P013,S07,WH5,West,221,15,15,57,5,0.1188,96.35,1,Automotive,236.05,6,144,28,0.81,3540.75,72939.45000000001,0.7081500000000001,0,5,2,2023,0,0
2023-05-16,P013,S07,WH5,West,156,0,0,20,20,0.0586,131.69,1,Automotive,236.05,6,144,28,0.81,0.0,55235.700000000004,0.0,1,5,2,2023,0,1
2023-05-17,P013,S07,WH5,East,150,0,0,98,33,0.0038,30.76,1,Automotive,236.05,6,144,28,0.81,0.0,53111.25,0.0,2,5,2,2023,0,1
2023-05-18,P013,S07,WH5,South,165,0,0,44,15,0.0213,108.83,1,Automotive,236.05,6,144,28,0.81,0.0,58422.375,0.0,3,5,2,2023,0,1
2023-05-19,P013,S07,WH5,East,175,0,0,2,22,0.0535,79.09,1,Automotive,236.05,6,144,28,0.81,0.0,61963.125,0.0,4,5,2,2023,0,1
2023-05-20,P013,S07,WH5,West,217,152,152,119,25,0.0419,123.29,1,Automotive,236.05,6,144,28,0.81,35879.6,23014.875,7.17592,5,5,2,2023,1,1
2023-05-21,P013,S07,WH5,Central,198,0,0,65,28,0.1611,137.53,1,Automotive,236.05,6,144,28,0.81,0.0,70106.85,0.0,6,5,2,2023,1,1
2023-05-22,P013,S07,WH5,North,180,0,0,296,21,0.0888,120.56,1,Automotive,236.05,6,144,28,0.81,0.0,63733.5,0.0,0,5,2,2023,0,1
2023-05-23,P013,S07,WH5,North,210,0,0,260,8,0.0051,53.57,1,Automotive,236.05,6,144,28,0.81,0.0,74355.75,0.0,1,5,2,2023,0,1
2023-05-24,P013,S07,WH5,West,180,0,0,159,31,0.0778,55.57,1,Automotive,236.05,6,144,28,0.81,0.0,63733.5,0.0,2,5,2,2023,0,1
2023-05-25,P013,S07,WH5,Central,172,212,172,232,20,0.1472,142.64,0,Automotive,236.05,6,144,28,0.81,40600.6,0.0,10.008520000000003,3,5,2,2023,0,1
2023-05-26,P013,S07,WH5,North,186,26,26,108,8,0.0358,92.76,1,Automotive,236.05,6,144,28,0.81,6137.3,56652.0,1.22746,4,5,2,2023,0,1
2023-05-27,P013,S07,WH5,West,153,0,0,298,12,0.0353,54.44,1,Automotive,236.05,6,144,28,0.81,0.0,54173.475000000006,0.0,5,5,2,2023,1,1
2023-05-28,P013,S07,WH5,Central,160,0,0,265,12,0.0205,44.9,1,Automotive,236.05,6,144,28,0.81,0.0,56652.0,0.0,6,5,2,2023,1,1
2023-05-29,P013,S07,WH5,Central,220,0,0,91,6,0.0121,105.28,1,Automotive,236.05,6,144,28,0.81,0.0,77896.5,0.0,0,5,2,2023,0,0
2023-05-30,P013,S07,WH5,South,193,0,0,159,15,0.0937,129.68,1,Automotive,236.05,6,144,28,0.81,0.0,68336.475,0.0,1,5,2,2023,0,1
2023-05-31,P013,S07,WH5,West,198,102,102,110,12,0.0708,70.28,1,Automotive,236.05,6,144,28,0.81,24077.100000000002,33991.200000000004,4.8154200000000005,2,5,2,2023,0,1
2023-06-01,P013,S07,WH5,West,172,0,0,236,11,0.0268,19.72,1,Automotive,236.05,6,144,28,0.81,0.0,60900.899999999994,0.0,3,6,2,2023,0,1
2023-06-02,P013,S07,WH5,North,177,0,0,250,12,0.0744,25.92,1,Automotive,236.05,6,144,28,0.81,0.0,62671.274999999994,0.0,4,6,2,2023,0,1
2023-06-03,P013,S07,WH5,South,215,0,0,56,1,0.0855,11.26,1,Automotive,236.05,6,144,28,0.81,0.0,76126.125,0.0,5,6,2,2023,1,0
2023-06-04,P013,S07,WH5,East,159,0,0,184,31,0.0085,67.52,1,Automotive,236.05,6,144,28,0.81,0.0,56297.925,0.0,6,6,2,2023,1,1
2023-06-05,P013,S07,WH5,South,186,193,186,49,25,0.0109,5.52,0,Automotive,236.05,6,144,28,0.81,43905.3,0.0,9.11153,0,6,2,2023,0,1
2023-06-06,P013,S07,WH5,East,205,0,0,161,8,0.1318,68.54,1,Automotive,236.05,6,144,28,0.81,0.0,72585.375,0.0,1,6,2,2023,0,1
2023-06-07,P013,S07,WH5,Central,156,0,0,274,4,0.1395,141.69,1,Automotive,236.05,6,144,28,0.81,0.0,55235.700000000004,0.0,2,6,2,2023,0,0
2023-06-08,P013,S07,WH5,West,160,0,0,57,16,0.0631,15.38,1,Automotive,236.05,6,144,28,0.81,0.0,56652.0,0.0,3,6,2,2023,0,1
2023-06-09,P013,S07,WH5,North,162,0,0,265,9,0.0299,120.17,1,Automotive,236.05,6,144,28,0.81,0.0,57360.149999999994,0.0,4,6,2,2023,0,1
2023-06-10,P013,S07,WH5,South,178,0,0,79,18,0.0303,10.2,1,Automotive,236.05,6,144,28,0.81,0.0,63025.350000000006,0.0,5,6,2,2023,1,1
2023-06-11,P013,S07,WH5,East,175,157,157,268,7,0.0839,44.28,1,Automotive,236.05,6,144,28,0.81,37059.85,6373.35,7.41197,6,6,2,2023,1,1
2023-06-12,P013,S07,WH5,West,162,0,0,160,1,0.0157,34.45,1,Automotive,236.05,6,144,28,0.81,0.0,57360.149999999994,0.0,0,6,2,2023,0,0
2023-06-13,P013,S07,WH5,Central,183,0,0,0,15,0.0727,101.45,1,Automotive,236.05,6,144,28,0.81,0.0,64795.725000000006,0.0,1,6,2,2023,0,1
2023-06-14,P013,S07,WH5,Central,168,0,0,236,14,0.0129,10.77,1,Automotive,236.05,6,144,28,0.81,0.0,59484.600000000006,0.0,2,6,2,2023,0,1
2023-06-15,P013,S07,WH5,North,170,0,0,148,24,0.1053,58.72,1,Automotive,236.05,6,144,28,0.81,0.0,60192.75,0.0,3,6,2,2023,0,1
2023-06-16,P013,S07,WH5,Central,204,0,0,67,26,0.0583,48.78,1,Automotive,236.05,6,144,28,0.81,0.0,72231.3,0.0,4,6,2,2023,0,1
2023-06-17,P013,S07,WH5,East,180,90,90,166,25,0.0508,97.61,1,Automotive,236.05,6,144,28,0.81,21244.5,31866.75,4.2489,5,6,2,2023,1,1
2023-06-18,P013,S07,WH5,West,189,0,0,200,2,0.1495,140.04,1,Automotive,236.05,6,144,28,0.81,0.0,66920.175,0.0,6,6,2,2023,1,0
2023-06-19,P013,S07,WH5,West,180,0,0,155,24,0.0788,134.8,1,Automotive,236.05,6,144,28,0.81,0.0,63733.5,0.0,0,6,2,2023,0,1
